IDRespostaAvaliador;IDResposta;IDAtributoQuestionario;IDUsuarioResposta;DSResposta;DTResposta;CDInstalacaoPortuaria;TPRespAtribQuestionario
1008;54387;6812;95;NULL;2020-05-26 20:41:15.547;"364    ";"0         "
1009;54058;6835;95;NULL;2020-05-26 20:41:25.220;"364    ";"0         "
1010;60666;6778;95;NULL;2020-05-27 09:44:39.537;"208    ";"0         "
1011;60628;6781;95;NULL;2020-05-27 09:45:08.383;"208    ";"0         "
1012;60788;6826;95;NULL;2020-05-27 09:45:17.833;"208    ";"0         "
1014;61035;6741;95;NULL;2020-05-27 10:20:33.120;"148    ";"0         "
1015;61012;6745;95;Plano de Área;2020-05-27 10:20:33.167;"148    ";"0         "
1016;61045;6766;95;NULL;2020-05-27 10:20:43.947;"148    ";"0         "
1017;61067;6777;95;NULL;2020-05-27 10:20:57.977;"148    ";"0         "
1018;61033;6780;95;NULL;2020-05-27 10:21:22.570;"148    ";"0         "
1019;61042;6783;95;NULL;2020-05-27 10:21:39.227;"148    ";"0         "
1020;59986;6763;95;NULL;2020-05-27 10:54:54.707;"186    ";"0         "
1021;60018;6783;95;NULL;2020-05-27 10:55:10.597;"186    ";"0         "
1022;53468;6823;95;Há inventário ou mapa de emissões, com identificação das fontes e quantificação dos gases e/ou particulados.;2020-05-29 14:23:17.700;"165    ";"1         "
1023;53469;6823;95;Há monitoramento regular de materiais particulados.;2020-05-29 14:23:17.730;"165    ";"1         "
1024;53470;6823;95;Há monitoramento regular de gases.;2020-05-29 14:23:17.730;"165    ";"1         "
1025;53471;6823;95;Há medidas de mitigação da poluição por gases e particulados.;2020-05-29 14:23:17.747;"165    ";"1         "
1026;53177;6745;95;Plano de Emergência Individual - PEI;2020-05-29 14:24:00.107;"165    ";"1         "
1027;53180;6745;95;Plano de Ajuda Mútua - PAM;2020-05-29 14:24:00.120;"165    ";"1         "
1028;53181;6745;95;Programa de Prevenção de Riscos Ambientais - PPRA;2020-05-29 14:24:00.137;"165    ";"1         "
1029;60505;6721;95;NULL;2020-05-29 14:45:10.487;"183    ";"0         "
1030;60646;6823;95;Há inventário ou mapa de emissões, com identificação das fontes e quantificação dos gases e/ou particulados.;2020-05-29 14:47:17.190;"183    ";"1         "
1032;57454;6777;2544;NULL;2020-05-29 15:13:57.470;"299    ";"0         "
1033;57463;6804;2544;NULL;2020-05-29 15:22:06.767;"299    ";"0         "
1034;54709;6756;2544;B.	Há destinação de algum resíduo para reciclagem.;2020-05-29 15:56:56.140;"353    ";"0         "
1035;54710;6756;2544;C.	Há o controle da instalação portuária sobre a disposição final adequada.;2020-05-29 15:56:56.173;"353    ";"0         "
1036;61378;6760;2544;NULL;2020-05-29 15:58:21.767;"353    ";"0         "
1037;54712;6757;2544;Faz a avaliação da situação atual e define metas de redução do consumo de energia.;2020-05-29 15:58:22.080;"353    ";"0         "
1038;54725;6777;2544;NULL;2020-05-29 16:00:20.093;"353    ";"0         "
1039;54726;6780;2544;NULL;2020-05-29 16:00:58.283;"353    ";"0         "
1040;54727;6783;2544;NULL;2020-05-29 16:01:10.000;"353    ";"0         "
1041;54735;6804;2544;NULL;2020-05-29 16:04:13.173;"353    ";"0         "
1042;54198;6720;2544;NULL;2020-05-29 16:09:30.580;"306    ";"0         "
1043;54220;6752;2544;NULL;2020-05-29 16:13:11.627;"306    ";"0         "
1044;54226;6760;2544;NULL;2020-05-29 16:14:11.313;"306    ";"0         "
1045;54221;6757;2544;Faz a avaliação da situação atual e define metas de redução do consumo de energia.;2020-05-29 16:14:11.330;"306    ";"0         "
1046;54222;6757;2544;Adota medidas/ações/estratégias para redução do consumo de energia.;2020-05-29 16:14:11.330;"306    ";"0         "
1047;54223;6757;2544;Acompanha sistematicamente a eficiência das ações de redução por meio de indicadores.;2020-05-29 16:14:11.330;"306    ";"0         "
1048;61278;6766;2544;NULL;2020-05-29 16:14:59.017;"306    ";"0         "
1049;54618;6777;2544;NULL;2020-05-29 16:15:27.487;"306    ";"0         "
1050;54630;6780;2544;NULL;2020-05-29 16:16:24.017;"306    ";"0         "
1051;54632;6783;2544;NULL;2020-05-29 16:16:49.423;"306    ";"0         "
1052;54649;6804;2544;NULL;2020-05-29 16:21:17.050;"306    ";"0         "
1053;60913;6834;2544;NULL;2020-05-29 16:29:11.110;"306    ";"0         "
1055;56951;6743;95;NULL;2020-05-29 18:14:51.630;"204    ";"0         "
1056;55061;6745;95;Plano de Ajuda Mútua - PAM;2020-05-29 18:14:51.643;"204    ";"0         "
1057;55929;6777;95;NULL;2020-05-29 19:07:31.287;"215    ";"0         "
1059;55932;6783;95;NULL;2020-05-29 19:10:34.693;"215    ";"0         "
1060;55943;6788;95;NULL;2020-05-29 19:16:49.550;"215    ";"0         "
1061;58195;6783;95;NULL;2020-05-29 19:34:23.630;"243    ";"0         "
1062;58197;6788;95;NULL;2020-05-29 19:35:32.707;"243    ";"0         "
1063;53446;6788;95;NULL;2020-05-29 19:54:53.960;"330    ";"0         "
1067;57597;6757;2544;Adota medidas/ações/estratégias para redução do consumo de energia.;2020-05-31 20:12:16.413;"136    ";"0         "
1068;59341;6766;2544;NULL;2020-05-31 20:21:29.880;"138    ";"0         "
1069;58596;6766;2544;NULL;2020-05-31 21:09:24.843;"238    ";"0         "
1070;55381;6783;2544;NULL;2020-05-31 21:17:12.280;"164    ";"0         "
1071;55380;6780;2544;NULL;2020-05-31 21:17:41.767;"164    ";"0         "
1073;60548;6819;4564;NULL;2020-06-09 21:59:22.463;"167    ";"0         "
1074;60554;6826;4564;NULL;2020-06-09 22:03:05.433;"167    ";"0         "
1075;60565;6840;4564;NULL;2020-06-09 22:04:37.170;"167    ";"0         "
1076;60573;6842;4564;NULL;2020-06-09 22:05:08.623;"167    ";"0         "
1077;60520;6785;4564;NULL;2020-06-09 22:05:31.700;"167    ";"0         "
1078;60205;6819;4564;NULL;2020-06-09 22:07:07.153;"152    ";"0         "
1079;60209;6826;4564;NULL;2020-06-09 22:07:33.247;"152    ";"0         "
1080;60234;6840;4564;NULL;2020-06-09 22:07:52.653;"152    ";"0         "
1081;57947;6780;4564;NULL;2020-06-15 14:10:14.020;"297    ";"0         "
1089;58891;5810;4442;NULL;2020-06-16 17:56:16.353;"VDC    ";"0         "
1090;59110;5823;4442;NULL;2020-06-16 17:59:29.950;"VDC    ";"0         "
1093;53268;6731;4442;NULL;2020-06-16 18:07:23.797;"131    ";"0         "
1100;54104;6768;4442;NULL;2020-06-17 15:47:48.077;"131    ";"0         "
1101;60561;6753;2544;NULL;2020-06-18 12:55:10.630;"159    ";"0         "
1113;55340;6605;179;NULL;2020-06-18 13:18:48.113;"FNO    ";"0         "
1114;55404;6614;179;NULL;2020-06-18 13:19:24.427;"FNO    ";"0         "
1115;55514;6625;179;NULL;2020-06-18 13:20:08.550;"FNO    ";"0         "
1116;55521;6630;179;NULL;2020-06-18 13:20:22.207;"FNO    ";"0         "
1117;55553;6636;179;NULL;2020-06-18 13:20:46.363;"FNO    ";"0         "
1120;55600;6647;179;NULL;2020-06-18 13:21:37.143;"FNO    ";"0         "
1121;55605;6650;179;NULL;2020-06-18 13:21:56.317;"FNO    ";"0         "
1122;55606;6653;179;NULL;2020-06-18 13:22:08.550;"FNO    ";"0         "
1123;55610;6658;179;NULL;2020-06-18 13:22:23.690;"FNO    ";"0         "
1124;55621;6663;179;NULL;2020-06-18 13:22:37.223;"FNO    ";"0         "
1125;55671;6698;179;NULL;2020-06-18 13:24:54.973;"FNO    ";"0         "
1126;55677;6707;179;NULL;2020-06-18 13:25:42.567;"FNO    ";"0         "
1127;60581;6780;2544;NULL;2020-06-18 15:31:20.907;"159    ";"0         "
1128;60583;6783;2544;NULL;2020-06-18 15:33:19.263;"159    ";"0         "
1129;60597;6788;2544;NULL;2020-06-18 15:34:29.577;"159    ";"0         "
1130;52669;6731;179;NULL;2020-06-18 15:56:11.387;"134    ";"0         "
1131;52699;6779;179;NULL;2020-06-18 15:57:59.120;"134    ";"0         "
1132;52700;6782;179;NULL;2020-06-18 15:58:07.543;"134    ";"0         "
1133;52707;6791;179;NULL;2020-06-18 15:58:30.370;"134    ";"0         "
1134;52709;6802;179;NULL;2020-06-18 15:58:46.683;"134    ";"0         "
1135;52728;6829;179;NULL;2020-06-18 15:59:47.247;"134    ";"0         "
1137;55963;5678;4564;NULL;2020-06-22 14:17:25.900;"FOR    ";"0         "
1138;57245;5683;4564;NULL;2020-06-22 14:26:08.333;"FOR    ";"0         "
1139;56026;5688;4564;NULL;2020-06-22 14:27:16.977;"FOR    ";"0         "
1140;56115;5715;4564;NULL;2020-06-22 19:52:35.933;"FOR    ";"0         "
1141;57249;5716;4564;NULL;2020-06-22 19:54:12.400;"FOR    ";"0         "
1142;56166;5721;4564;NULL;2020-06-22 19:55:18.917;"FOR    ";"0         "
1143;57165;5725;4564;NULL;2020-06-22 19:56:47.790;"FOR    ";"0         "
1144;57172;5735;4564;NULL;2020-06-22 20:08:59.943;"FOR    ";"0         "
1145;57173;5738;4564;NULL;2020-06-22 20:10:01.413;"FOR    ";"0         "
1146;57193;5758;4564;NULL;2020-06-22 20:25:26.380;"FOR    ";"0         "
1147;57251;5763;4564;NULL;2020-06-22 20:30:50.363;"FOR    ";"0         "
1148;57238;5781;4564;NULL;2020-06-22 20:37:00.113;"FOR    ";"0         "
1149;57246;5787;4564;NULL;2020-06-22 20:38:25.893;"FOR    ";"0         "
1150;57248;5810;4564;NULL;2020-06-22 20:45:02.707;"FOR    ";"0         "
1151;57250;5813;4564;NULL;2020-06-22 20:46:10.253;"FOR    ";"0         "
1152;57247;5822;4564;NULL;2020-06-22 20:48:51.940;"FOR    ";"0         "
1153;57218;5841;4564;NULL;2020-06-22 20:54:27.190;"FOR    ";"0         "
1155;58859;6016;2544;NULL;2020-08-18 10:33:36.940;"SSO    ";"0         "
1156;58868;6026;2544;NULL;2020-08-18 10:35:39.723;"SSO    ";"0         "
